location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Afghanistan,AFG,2021-02-22,0,0,,,,0,0,,
Afghanistan,AFG,2021-02-23,,,,,1367,,0.02,,35
Afghanistan,AFG,2021-02-24,,,,,1367,,0.14,,35
Afghanistan,AFG,2021-02-25,,,,,1367,,0.31,,35
Afghanistan,AFG,2021-02-26,,,,,1367,,0.62,,35
Afghanistan,AFG,2021-02-27,,,,,1367,,1.15,,35
Afghanistan,AFG,2021-02-28,8200,8200,,,1367,0.02,1.21,,35
Afghanistan,AFG,2021-03-01,,,,,1580,,1.22,,41
Afghanistan,AFG,2021-03-02,,,,,1794,,1.23,,46
Afghanistan,AFG,2021-03-03,,,,,2008,,1.23,,52
Afghanistan,AFG,2021-03-04,,,,,2221,,1.23,,57
Afghanistan,AFG,2021-03-05,,,,,2435,,1.24,,63
Afghanistan,AFG,2021-03-06,,,,,2649,,1.24,,68
Afghanistan,AFG,2021-03-07,,,,,2862,,1.24,,74
Afghanistan,AFG,2021-03-08,,,,,2862,,1.25,,74
Afghanistan,AFG,2021-03-09,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-10,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-11,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-12,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-13,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-14,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-15,,,,,2862,,0,,74
Afghanistan,AFG,2021-03-16,54000,54000,,,2862,0.14,0,,74
Afghanistan,AFG,2021-03-17,,,,,2882,,0,,74
Afghanistan,AFG,2021-03-18,,,,,2902,,0,,75
Afghanistan,AFG,2021-03-19,,,,,2921,,0,,75
Afghanistan,AFG,2021-03-20,,,,,2941,,0,,76
Afghanistan,AFG,2021-03-21,,,,,2961,,0,,76
Afghanistan,AFG,2021-03-22,,,,,2980,,0,,77
Afghanistan,AFG,2021-03-23,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-24,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-25,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-26,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-27,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-28,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-29,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-30,,,,,3000,,0,,77
Afghanistan,AFG,2021-03-31,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-01,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-02,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-03,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-04,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-05,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-06,,,,,3000,,0,,77
Afghanistan,AFG,2021-04-07,120000,120000,,,3000,0.31,0,,77
Afghanistan,AFG,2021-04-08,,,,,3714,,0,,95
Afghanistan,AFG,2021-04-09,,,,,4429,,0,,114
Afghanistan,AFG,2021-04-10,,,,,5143,,0.19,,132
Afghanistan,AFG,2021-04-11,,,,,5857,,0.19,,150
Afghanistan,AFG,2021-04-12,,,,,6571,,0.19,,169
Afghanistan,AFG,2021-04-13,,,,,7286,,0.2,,187
Afghanistan,AFG,2021-04-14,,,,,8000,,0.21,,206
Afghanistan,AFG,2021-04-15,,,,,8000,,0.23,,206
Afghanistan,AFG,2021-04-16,,,,,8000,,0.25,,206
Afghanistan,AFG,2021-04-17,,,,,8000,,0.27,,206
Afghanistan,AFG,2021-04-18,,,,,8000,,0.27,,206
Afghanistan,AFG,2021-04-19,,,,,8000,,0.28,,206
Afghanistan,AFG,2021-04-20,,,,,8000,,0.29,,206
Afghanistan,AFG,2021-04-21,,,,,8000,,0.29,,206
Afghanistan,AFG,2021-04-22,240000,240000,,,8000,0.62,0.3,,206
Afghanistan,AFG,2021-04-23,,,,,8846,,0.31,,227
Afghanistan,AFG,2021-04-24,,,,,9692,,0.32,,249
Afghanistan,AFG,2021-04-25,,,,,10538,,0.33,,271
Afghanistan,AFG,2021-04-26,,,,,11384,,0.33,,292
Afghanistan,AFG,2021-04-27,,,,,12229,,0.35,,314
Afghanistan,AFG,2021-04-28,,,,,13075,,0.36,,336
Afghanistan,AFG,2021-04-29,,,,,13921,,0.37,,358
Afghanistan,AFG,2021-04-30,,,,,13921,,0.38,,358
Afghanistan,AFG,2021-05-01,,,,,13921,,0.38,,358
Afghanistan,AFG,2021-05-02,,,,,13921,,0.39,,358
Afghanistan,AFG,2021-05-03,,,,,13921,,0.4,,358
Afghanistan,AFG,2021-05-04,,,,,13921,,0.4,,358
Afghanistan,AFG,2021-05-05,,,,,13921,,0.41,,358
Afghanistan,AFG,2021-05-06,,,,,13921,,0.41,,358
Afghanistan,AFG,2021-05-07,,,,,13921,,0.42,,358
Afghanistan,AFG,2021-05-08,,,,,13921,,0.43,,358
Afghanistan,AFG,2021-05-09,,,,,13921,,0.43,,358
Afghanistan,AFG,2021-05-10,,,,,13921,,0.43,,358
Afghanistan,AFG,2021-05-11,504502,448878,55624,,13921,1.3,0.43,0.14,358
Afghanistan,AFG,2021-05-12,,,,,12621,,0.44,,324
Afghanistan,AFG,2021-05-13,,,,,11321,,0.49,,291
Afghanistan,AFG,2021-05-14,,,,,10022,,0.49,,257
Afghanistan,AFG,2021-05-15,,,,,8722,,0.5,,224
Afghanistan,AFG,2021-05-16,,,,,7422,,0.52,,191
Afghanistan,AFG,2021-05-17,,,,,6122,,0.54,,157
Afghanistan,AFG,2021-05-18,,,,,4822,,0.54,,124
Afghanistan,AFG,2021-05-19,,,,,4822,,0.55,,124
Afghanistan,AFG,2021-05-20,547901,470341,77560,,4822,1.41,0.58,0.2,124
Afghanistan,AFG,2021-05-21,,,,,5040,,0.59,,129
Afghanistan,AFG,2021-05-22,,,,,5257,,0.6,,135
Afghanistan,AFG,2021-05-23,,,,,5474,,0.6,,141
Afghanistan,AFG,2021-05-24,573277,476367,96910,,5692,1.47,0.61,0.25,146
Afghanistan,AFG,2021-05-25,,,,,6230,,0.61,,160
Afghanistan,AFG,2021-05-26,590454,479372,111082,,6768,1.52,0.64,0.29,174
Afghanistan,AFG,2021-05-27,593313,479574,113739,2859,6487,1.52,0.66,0.29,167
Afghanistan,AFG,2021-05-28,,,,,5907,,0.71,,152
Afghanistan,AFG,2021-05-29,,,,,5326,,0.72,,137
Afghanistan,AFG,2021-05-30,600152,480226,119926,,4746,1.54,0.73,0.31,122
Afghanistan,AFG,2021-05-31,,,,,5084,,0.74,,131
Afghanistan,AFG,2021-06-01,,,,,5102,,0.75,,131
Afghanistan,AFG,2021-06-02,626290,481690,144600,,5119,1.61,0.76,0.37,131
Afghanistan,AFG,2021-06-03,630305,481800,148505,4015,5285,1.62,0.78,0.38,136
Afghanistan,AFG,2021-06-04,,,,,5273,,0.79,,135
Afghanistan,AFG,2021-06-05,,,,,5261,,0.8,,135
Afghanistan,AFG,2021-06-06,,,,,5250,,0.83,,135
Afghanistan,AFG,2021-06-07,,,,,4319,,0.87,,111
Afghanistan,AFG,2021-06-08,641295,482952,158343,,3388,1.65,0.88,0.41,87
Afghanistan,AFG,2021-06-09,,,,,2637,,0.89,,68
Afghanistan,AFG,2021-06-10,,,,,2556,,0.91,,66
Afghanistan,AFG,2021-06-11,,,,,2735,,0.91,,70
Afghanistan,AFG,2021-06-12,,,,,2914,,0.93,,75
Afghanistan,AFG,2021-06-13,,,,,3093,,0.93,,79
Afghanistan,AFG,2021-06-14,662003,484737,177266,,3272,1.7,0.93,0.46,84
Africa,OWID_AFR,2021-01-09,0,0,,,,0,0.94,,
Africa,OWID_AFR,2021-01-10,,,,,500,,0.95,,0
Africa,OWID_AFR,2021-01-11,,,,,500,,1.03,,0
Africa,OWID_AFR,2021-01-12,,,,,500,,1.03,,0
Africa,OWID_AFR,2021-01-13,2000,2000,,,500,0,1.04,,0
Africa,OWID_AFR,2021-01-14,,,,,600,,1.05,,0
Africa,OWID_AFR,2021-01-15,4000,4000,,,667,0,1.06,,0
Africa,OWID_AFR,2021-01-16,7000,7000,,3000,1000,0,1.07,,1
Africa,OWID_AFR,2021-01-17,,,,,1118,,1.08,,1
Africa,OWID_AFR,2021-01-18,,,,,1236,,1.1,,1
Africa,OWID_AFR,2021-01-19,10976,10976,,,1354,0,1.11,,1
Africa,OWID_AFR,2021-01-20,13163,13163,,2187,1595,0,1.15,,1
Africa,OWID_AFR,2021-01-21,,,,,1718,,1.16,,1
Africa,OWID_AFR,2021-01-22,16890,16890,,,1841,0,1.2,,1
Africa,OWID_AFR,2021-01-23,18353,18353,,1463,1622,0,1.23,,1
Africa,OWID_AFR,2021-01-24,18353,18353,,0,1433,0,1.26,,1
Africa,OWID_AFR,2021-01-25,19889,19889,,1536,1463,0,1.33,,1
Africa,OWID_AFR,2021-01-26,22712,22712,,2823,1677,0,1.34,,1
Africa,OWID_AFR,2021-01-27,25587,25587,,2875,1775,0,1.35,,1
Africa,OWID_AFR,2021-01-28,28779,28779,,3192,1965,0,1.37,,1
Africa,OWID_AFR,2021-01-29,30861,30861,,2082,1996,0,1.38,,1
Africa,OWID_AFR,2021-01-30,122206,32206,,91345,14836,0.01,1.41,,11
Africa,OWID_AFR,2021-01-31,158206,32206,,36000,19979,0.01,1.45,,15
Africa,OWID_AFR,2021-02-01,236712,36631,,78506,30975,0.02,1.49,,23
Africa,OWID_AFR,2021-02-02,295127,37836,,58415,38916,0.02,1.52,,29
Africa,OWID_AFR,2021-02-03,347149,38746,5,52022,45937,0.03,1.55,0,34
Africa,OWID_AFR,2021-02-04,390474,38746,5,43325,51671,0.03,1.61,0,39
Africa,OWID_AFR,2021-02-05,446986,38746,5,56512,59446,0.03,1.62,0,44
Africa,OWID_AFR,2021-02-06,504800,39248,1586,57814,54656,0.04,1.65,0,41
Africa,OWID_AFR,2021-02-07,,,,,55849,,1.69,,42
Africa,OWID_AFR,2021-02-08,593502,39373,3980,,50970,0.04,1.71,0,38
Africa,OWID_AFR,2021-02-09,661263,39382,6700,67761,52305,0.05,1.72,0,39
Africa,OWID_AFR,2021-02-10,795836,39385,10335,134573,64098,0.06,1.72,0,48
Africa,OWID_AFR,2021-02-11,908796,39611,13867,112960,74046,0.07,1.78,0,55
Africa,OWID_AFR,2021-02-12,1165581,39611,13867,256785,102656,0.09,1.8,0,77
Africa,OWID_AFR,2021-02-13,1446178,43458,14181,280597,134483,0.11,1.86,0,100
Africa,OWID_AFR,2021-02-14,,,,,151062,,1.9,,113
Africa,OWID_AFR,2021-02-15,1766999,43467,16441,,167642,0.13,1.93,0,125
Africa,OWID_AFR,2021-02-16,1965819,43474,18176,198820,186365,0.15,1.95,0,139
Africa,OWID_AFR,2021-02-17,2147659,47134,19512,181840,193118,0.16,1.96,0,144
Africa,OWID_AFR,2021-02-18,2303964,50176,22925,156305,199310,0.17,1.98,0,149
Africa,OWID_AFR,2021-02-19,2513999,2487533,32990,210035,192631,0.19,2.16,0,144
Africa,OWID_AFR,2021-02-20,2616931,2581856,45489,102932,167250,0.2,2.18,0,125
Africa,OWID_AFR,2021-02-21,2622421,2587346,50463,5490,145119,0.2,2.22,0,108
Africa,OWID_AFR,2021-02-22,2745898,2700632,68325,123477,139843,0.2,2.26,0.01,104
Africa,OWID_AFR,2021-02-23,2854362,2799750,86927,108464,126935,0.21,2.28,0.01,95
Africa,OWID_AFR,2021-02-24,3153546,3092856,102499,299184,143698,0.24,2.29,0.01,107
Africa,OWID_AFR,2021-02-25,3434869,3367724,119792,281323,161558,0.26,2.31,0.01,121
Africa,OWID_AFR,2021-02-26,3677524,3557568,183604,242655,166218,0.27,2.32,0.01,124
Africa,OWID_AFR,2021-02-27,3866267,3680812,252758,188743,178477,0.29,2.34,0.02,133
Africa,OWID_AFR,2021-02-28,3873994,3688539,255982,7727,178796,0.29,2.37,0.02,133
Africa,OWID_AFR,2021-03-01,4091848,3834638,330257,217854,192279,0.31,2.37,0.02,143
Africa,OWID_AFR,2021-03-02,4252773,3934686,394124,160925,199773,0.32,2.38,0.03,149
Africa,OWID_AFR,2021-03-03,4424168,4038877,468861,171395,181517,0.33,2.38,0.03,135
Africa,OWID_AFR,2021-03-04,4570159,4132507,529681,145991,162184,0.34,2.39,0.04,121
Africa,OWID_AFR,2021-03-05,4808230,4283668,624742,238071,161529,0.36,0,0.05,120
Africa,OWID_AFR,2021-03-06,5013197,4409635,705135,204967,163847,0.37,0,0.05,122
Africa,OWID_AFR,2021-03-07,5053898,4450336,705135,40701,168558,0.38,0.01,0.05,126
Africa,OWID_AFR,2021-03-08,5402174,4724256,779759,348276,187189,0.4,0.01,0.06,140
Africa,OWID_AFR,2021-03-09,5542597,4798917,850734,140423,184261,0.41,0.01,0.06,137
Africa,OWID_AFR,2021-03-10,5882799,5001631,1010055,340202,208376,0.44,0.01,0.08,155
Africa,OWID_AFR,2021-03-11,6071207,5072092,1137129,188408,214435,0.45,0.01,0.08,160
Africa,OWID_AFR,2021-03-12,6381226,5129231,1397210,310019,224714,0.48,0.02,0.1,168
Africa,OWID_AFR,2021-03-13,6784874,5286100,1644318,403648,253097,0.51,0.02,0.12,189
Africa,OWID_AFR,2021-03-14,6801397,5302623,1644318,16523,249643,0.51,0.02,0.12,186
Africa,OWID_AFR,2021-03-15,7194432,5399518,1942667,393035,256037,0.54,0.02,0.14,191
Africa,OWID_AFR,2021-03-16,7429911,5440673,2146524,235479,269616,0.55,0.02,0.16,201
Africa,OWID_AFR,2021-03-17,7631610,5487287,2312736,201699,249830,0.57,0.02,0.17,186
Africa,OWID_AFR,2021-03-18,7819050,5674476,2321849,187440,249692,0.58,0.04,0.17,186
Africa,OWID_AFR,2021-03-19,8101883,5746305,2563824,282833,245808,0.6,0.08,0.19,183
Africa,OWID_AFR,2021-03-20,8194242,5767632,2634856,92359,201338,0.61,0.21,0.2,150
Africa,OWID_AFR,2021-03-21,8215790,5789180,2634856,21548,202056,0.61,15.32,0.2,151
Africa,OWID_AFR,2021-03-22,8338031,5817779,2728498,122241,163371,0.62,15.45,0.2,122
Africa,OWID_AFR,2021-03-23,8484254,5891994,2820695,146223,150620,0.63,15.48,0.21,112
Africa,OWID_AFR,2021-03-24,9420365,6572947,3089404,936111,255536,0.7,15.59,0.23,191
Africa,OWID_AFR,2021-03-25,9708756,6633421,3329642,288391,269958,0.72,15.88,0.25,201
Africa,OWID_AFR,2021-03-26,9977284,6738850,3503614,268528,267914,0.74,15.99,0.26,200
Africa,OWID_AFR,2021-03-27,10303121,6962741,3606163,325837,301268,0.77,16.1,0.27,225
Africa,OWID_AFR,2021-03-28,10561970,7218927,3608826,258849,335169,0.79,16.2,0.27,250
Africa,OWID_AFR,2021-03-29,10774885,7305693,3743035,212915,348122,0.8,16.3,0.28,260
Africa,OWID_AFR,2021-03-30,10971670,7387045,3870510,196785,355345,0.82,16.43,0.29,265
Africa,OWID_AFR,2021-03-31,11475702,7744531,3995049,504032,293620,0.86,16.51,0.3,219
Africa,OWID_AFR,2021-04-01,11729279,7900844,4097537,253577,288646,0.87,16.67,0.31,215
Africa,OWID_AFR,2021-04-02,11883043,7977827,4174318,153764,272251,0.89,16.74,0.31,203
Africa,OWID_AFR,2021-04-03,12018282,8061371,4226013,135239,245023,0.9,16.86,0.32,183
Africa,OWID_AFR,2021-04-04,12082234,8131493,4226289,63952,217181,0.9,16.89,0.32,162
Africa,OWID_AFR,2021-04-05,12235736,8226641,4285890,153502,208693,0.91,16.93,0.32,156
Africa,OWID_AFR,2021-04-06,12575036,8521870,4333474,339300,229052,0.94,17.03,0.32,171
Africa,OWID_AFR,2021-04-07,12960258,8839889,4399278,385222,212079,0.97,17.11,0.33,158
Africa,OWID_AFR,2021-04-08,13697727,9540508,4443032,737469,281207,1.02,17.14,0.33,210
Africa,OWID_AFR,2021-04-09,13852802,9667716,4477593,155075,281394,1.03,17.18,0.33,210
Africa,OWID_AFR,2021-04-10,14012728,9789075,4516916,159926,284921,1.05,17.24,0.34,213
Africa,OWID_AFR,2021-04-11,14162114,9924158,4531219,149386,297126,1.06,17.32,0.34,222
Africa,OWID_AFR,2021-04-12,14271533,10035075,4533119,109419,290828,1.06,17.43,0.34,217
Africa,OWID_AFR,2021-04-13,14370977,10124510,4545964,99444,256563,1.07,17.5,0.34,191
Africa,OWID_AFR,2021-04-14,14732385,10473338,4558759,361408,253161,1.1,17.52,0.34,189
Africa,OWID_AFR,2021-04-15,14856238,10561218,4587643,123853,165502,1.11,17.64,0.34,123
Africa,OWID_AFR,2021-04-16,15083479,10775250,4600852,227241,175811,1.13,17.65,0.34,131
Africa,OWID_AFR,2021-04-17,15381972,11066612,4607983,298493,195606,1.15,17.7,0.34,146
Africa,OWID_AFR,2021-04-18,15949649,11612009,4630263,567677,255362,1.19,17.76,0.35,190
Africa,OWID_AFR,2021-04-19,16165548,11809547,4648624,215899,270574,1.21,0,0.35,202
Africa,OWID_AFR,2021-04-20,16331855,11960570,4663908,166307,280125,1.22,0,0.35,209
Africa,OWID_AFR,2021-04-21,16544427,12156964,4680086,212572,258863,1.23,0.17,0.35,193
Africa,OWID_AFR,2021-04-22,16648789,12243149,4698263,104362,256079,1.24,5.7,0.35,191
Africa,OWID_AFR,2021-04-23,16834942,12408548,4719017,186153,250209,1.26,0.75,0.35,187
Africa,OWID_AFR,2021-04-24,16889942,12454393,4728172,55000,215424,1.26,1.34,0.35,161
Africa,OWID_AFR,2021-04-25,16969006,12520419,4741210,79064,145622,1.27,1.67,0.35,109
Africa,OWID_AFR,2021-04-26,17068090,12604524,4756189,99084,128935,1.27,2.1,0.35,96
Africa,OWID_AFR,2021-04-27,17236966,12746366,4783223,168876,129302,1.29,2.77,0.36,96
Africa,OWID_AFR,2021-04-28,18296589,13765818,4828924,1059623,250309,1.36,3.09,0.36,187
Africa,OWID_AFR,2021-04-29,18389755,13849934,4847412,93166,248709,1.37,3.16,0.36,186
Africa,OWID_AFR,2021-04-30,18553655,13988176,4883135,163900,245530,1.38,4.72,0.36,183
Africa,OWID_AFR,2021-05-01,18680584,14102884,4896370,126929,255806,1.39,9.19,0.37,191
Africa,OWID_AFR,2021-05-02,18737275,14151044,4904901,56691,252610,1.4,12.66,0.37,188
Africa,OWID_AFR,2021-05-03,18912422,14294358,4947162,175147,263476,1.41,28.13,0.37,197
Africa,OWID_AFR,2021-05-04,19208548,14534060,5027669,296126,281655,1.43,30.83,0.38,210
Africa,OWID_AFR,2021-05-05,19465178,14750881,5082089,256630,166941,1.45,31.3,0.38,125
Africa,OWID_AFR,2021-05-06,19624749,14884557,5107984,159571,176428,1.46,34.86,0.38,132
Africa,OWID_AFR,2021-05-07,20217788,15433666,5166984,593039,237733,1.51,35.74,0.39,177
Africa,OWID_AFR,2021-05-08,20470315,15587003,5265792,252527,255676,1.53,35.74,0.39,191
Africa,OWID_AFR,2021-05-09,21199786,16063514,5518752,729471,351787,1.58,39.52,0.41,262
Africa,OWID_AFR,2021-05-10,21661190,16498949,5557471,461404,392681,1.62,44.84,0.41,293
Africa,OWID_AFR,2021-05-11,22093431,16908219,5599584,432241,412126,1.65,0,0.42,307
Africa,OWID_AFR,2021-05-12,23173695,17814971,5789454,1080264,529788,1.73,0.02,0.43,395
Africa,OWID_AFR,2021-05-13,23349124,17978803,5825490,175429,532054,1.74,0.15,0.43,397
Africa,OWID_AFR,2021-05-14,23545234,18140788,5878764,196110,475349,1.76,0.26,0.44,355
Africa,OWID_AFR,2021-05-15,23859320,18381632,5956140,314086,484144,1.78,0.4,0.44,361
Africa,OWID_AFR,2021-05-16,23952448,18465388,5965793,93128,393237,1.79,0.55,0.45,293
Africa,OWID_AFR,2021-05-17,24419413,18865074,6033072,466965,394032,1.82,0.75,0.45,294
Africa,OWID_AFR,2021-05-18,25153909,19493398,6179647,734496,437211,1.88,1.2,0.46,326
Africa,OWID_AFR,2021-05-19,25683815,19945048,6296934,529906,358589,1.92,1.39,0.47,267
Africa,OWID_AFR,2021-05-20,26106575,20319213,6384765,422760,393922,1.95,1.78,0.48,294
Africa,OWID_AFR,2021-05-21,26823671,20827693,6638360,717096,468348,2,1.84,0.5,349
Africa,OWID_AFR,2021-05-22,27659293,21548877,6753362,835622,542853,2.06,1.92,0.5,405
Africa,OWID_AFR,2021-05-23,27880726,21751486,6777223,221433,561183,2.08,2.02,0.51,419
Africa,OWID_AFR,2021-05-24,28338583,22146174,6844037,457857,559881,2.11,2.07,0.51,418
Africa,OWID_AFR,2021-05-25,28989698,22692526,6998076,651115,547970,2.16,2.25,0.52,409
Africa,OWID_AFR,2021-05-26,29309899,22887327,7127556,320201,518012,2.19,2.36,0.53,386
Africa,OWID_AFR,2021-05-27,29461800,23015668,7151116,151901,479318,2.2,2.5,0.53,358
Africa,OWID_AFR,2021-05-28,29578208,23093932,7189260,116408,393505,2.21,0,0.54,294
Africa,OWID_AFR,2021-05-29,30173447,23832238,7244244,595239,359165,2.25,8.94,0.54,268
Africa,OWID_AFR,2021-05-30,30494122,24150471,7311607,320675,373342,2.27,18.41,0.55,278
Africa,OWID_AFR,2021-05-31,32447128,24970418,8447394,1953006,586935,2.42,26.19,0.63,438
Africa,OWID_AFR,2021-06-01,33173010,25533216,8685094,725882,597616,2.47,31.33,0.65,446
Africa,OWID_AFR,2021-06-02,33599140,25847606,8869299,426130,612749,2.51,33.33,0.66,457
Africa,OWID_AFR,2021-06-03,33989305,26191854,8990189,390165,646786,2.54,35.65,0.67,482
Africa,OWID_AFR,2021-06-04,34166614,26315225,9118478,177309,655487,2.55,38.89,0.68,489
Africa,OWID_AFR,2021-06-05,34393591,26535751,9194583,226977,602878,2.57,40.76,0.69,450
Africa,OWID_AFR,2021-06-06,37053385,29009608,9387406,2659794,937038,2.76,58.73,0.7,699
Africa,OWID_AFR,2021-06-07,37552980,29212710,9690711,499595,729407,2.8,60.02,0.72,544
Africa,OWID_AFR,2021-06-08,38574750,29740159,10248997,1021770,771677,2.88,60.29,0.76,576
Africa,OWID_AFR,2021-06-09,39512425,30336365,10675361,937675,844755,2.95,60.79,0.8,630
Africa,OWID_AFR,2021-06-10,40058435,30615640,11020631,546010,867019,2.99,0,0.82,647
Africa,OWID_AFR,2021-06-11,40347548,30750335,11234218,289113,882991,3.01,24.68,0.84,659
Africa,OWID_AFR,2021-06-12,40659086,31009935,11359501,311538,895071,3.03,26.22,0.85,668
Africa,OWID_AFR,2021-06-13,40743201,31070696,11385453,84115,527117,3.04,26.98,0.85,393
Africa,OWID_AFR,2021-06-14,41493247,31376031,11822800,750046,562895,3.1,27.4,0.88,420
Africa,OWID_AFR,2021-06-15,41955254,31723317,12119044,462007,482929,3.13,27.6,0.9,360
Africa,OWID_AFR,2021-06-16,42259063,31832130,12314464,303809,392377,3.15,28.18,0.92,293
Africa,OWID_AFR,2021-06-17,42515335,31948339,12548255,256272,350986,3.17,29.02,0.94,262
Africa,OWID_AFR,2021-06-18,42730254,31967416,12733626,214919,340387,3.19,29.24,0.95,254
Africa,OWID_AFR,2021-06-19,42809649,31973644,12806793,79395,307223,3.19,30.38,0.96,229
Albania,ALB,2021-01-10,0,0,,,,0,31.74,,
Albania,ALB,2021-01-11,,,,,64,,31.92,,22
Albania,ALB,2021-01-12,128,128,,,64,0,32.53,,22
Albania,ALB,2021-01-13,188,188,,60,63,0.01,33.16,,22
Albania,ALB,2021-01-14,266,266,,78,66,0.01,33.45,,23
Albania,ALB,2021-01-15,308,308,,42,62,0.01,33.57,,22
Albania,ALB,2021-01-16,369,369,,61,62,0.01,33.72,,22
Albania,ALB,2021-01-17,405,405,,36,58,0.01,33.92,,20
Albania,ALB,2021-01-18,447,447,,42,55,0.02,34.17,,19
Albania,ALB,2021-01-19,483,483,,36,51,0.02,34.34,,18
Albania,ALB,2021-01-20,519,519,,36,47,0.02,34.81,,16
Albania,ALB,2021-01-21,549,549,,30,40,0.02,35.1,,14
Albania,ALB,2021-01-22,,,,,34,,35.38,,12
Albania,ALB,2021-01-23,,,,,26,,35.62,,9
Albania,ALB,2021-01-24,,,,,21,,36,,7
Albania,ALB,2021-01-25,,,,,15,,0.54,,5
Albania,ALB,2021-01-26,,,,,9,,0.55,,3
Albania,ALB,2021-01-27,,,,,4,,0.56,,1
Albania,ALB,2021-01-28,,,,,0,,0.57,,0
Albania,ALB,2021-01-29,,,,,0,,0.58,,0
Albania,ALB,2021-01-30,,,,,0,,0.58,,0
Albania,ALB,2021-01-31,,,,,0,,0.59,,0
Albania,ALB,2021-02-01,,,,,0,,0.6,,0
Albania,ALB,2021-02-02,550,549,1,,0,0.02,0.61,0,0
Albania,ALB,2021-02-03,,,,,12,,0.62,,4
Albania,ALB,2021-02-04,,,,,24,,0.62,,8
Albania,ALB,2021-02-05,,,,,35,,0.62,,12
Albania,ALB,2021-02-06,,,,,47,,0.63,,16
Albania,ALB,2021-02-07,,,,,59,,0.66,,21
Albania,ALB,2021-02-08,,,,,71,,0.68,,25
Albania,ALB,2021-02-09,1127,689,438,,82,0.04,0.71,0.02,28
Albania,ALB,2021-02-10,,,,,81,,0.71,,28
Albania,ALB,2021-02-11,,,,,79,,0.71,,27
Albania,ALB,2021-02-12,,,,,78,,0.75,,27
Albania,ALB,2021-02-13,,,,,76,,0.8,,26
Albania,ALB,2021-02-14,,,,,75,,0.81,,26
Albania,ALB,2021-02-15,,,,,73,,0.82,,25
Albania,ALB,2021-02-16,,,,,72,,0.82,,25
Albania,ALB,2021-02-17,1701,1090,611,,72,0.06,0.82,0.02,25
Albania,ALB,2021-02-18,3049,2438,611,1348,254,0.11,0.83,0.02,88
Albania,ALB,2021-02-19,4177,,,1128,405,0.15,0.83,,141
Albania,ALB,2021-02-20,,,,,516,,0.87,,179
Albania,ALB,2021-02-21,,,,,627,,0.92,,218
Albania,ALB,2021-02-22,6728,6073,655,,739,0.23,0.99,0.02,257
Albania,ALB,2021-02-23,,,,,891,,1.01,,310
Albania,ALB,2021-02-24,,,,,1043,,1.02,,362
Albania,ALB,2021-02-25,10135,,,,1012,0.35,1.07,,352
Albania,ALB,2021-02-26,,,,,1000,,1.14,,347
Albania,ALB,2021-02-27,,,,,1027,,1.24,,357
Albania,ALB,2021-02-28,,,,,1054,,1.37,,366
Albania,ALB,2021-03-01,14295,,,,1081,0.5,1.54,,376
Albania,ALB,2021-03-02,,,,,1026,,1.62,,357
Albania,ALB,2021-03-03,15793,,,,971,0.55,1.67,,337
Albania,ALB,2021-03-04,,,,,927,,1.82,,322
Albania,ALB,2021-03-05,,,,,897,,1.94,,312
Albania,ALB,2021-03-06,,,,,867,,2.08,,301
Albania,ALB,2021-03-07,,,,,838,,2.28,,291
Albania,ALB,2021-03-08,,,,,808,,2.62,,281
Albania,ALB,2021-03-09,,,,,820,,2.66,,285
Albania,ALB,2021-03-10,21613,,,,831,0.75,2.88,,289
Albania,ALB,2021-03-11,,,,,857,,3.15,,298
Albania,ALB,2021-03-12,23635,,,,883,0.82,3.46,,307
Albania,ALB,2021-03-13,,,,,1042,,3.8,,362
Albania,ALB,2021-03-14,,,,,1201,,4.15,,417
Albania,ALB,2021-03-15,,,,,1361,,4.28,,473
Albania,ALB,2021-03-16,,,,,1520,,4.32,,528
Albania,ALB,2021-03-17,33369,,,,1679,1.16,4.57,,583
Albania,ALB,2021-03-18,,,,,1960,,4.8,,681
Albania,ALB,2021-03-19,,,,,2240,,5.07,,778
Albania,ALB,2021-03-20,,,,,2386,,5.27,,829
Albania,ALB,2021-03-21,,,,,2533,,5.47,,880
Albania,ALB,2021-03-22,48229,,,,2679,1.68,5.56,,931
